OBJECTID,Precinct,VoteByMail,BallotGroup,SerialNumber,VBMVoters,PollVoters,Shape__Area,Shape__Length
34936,2630210A,1,676,6585,2,0,845684.920898438,4477.56229588822
34937,7800083A,1,676,7547,464,185,4183909.50976563,9325.86303206612
34938,0520004A,1,676,6106,721,386,11908851.7109375,26420.4353506527
34939,5850029A,0,676,828,2444,921,23447787.7734375,27274.3448486077
34940,5850021A,1,676,7222,834,345,24055172.9677734,27477.0883660953
34941,2630026B,1,676,6580,355,171,3302694.49023438,8362.25031866187
34942,7800036A,1,676,7541,0,0,341004.965820313,2560.63751129247
34943,3900088A,0,676,616,1703,790,9927746.18847656,16116.9666592201
34944,7800172E,1,676,7554,680,121,9461469.53515625,17403.3860500611
34945,0520007A,1,676,6110,281,145,9935902.19238281,26543.6760189428
34946,4780011A,0,676,674,1598,622,77316654.0771484,43872.6448510251
34947,7800174A,1,676,7555,371,210,8026381.65820313,13639.3317530618
34948,2630063A,0,676,377,1724,848,13994240.6845703,16800.8287513777
34949,3900067A,0,676,612,2034,970,13254579.4433594,19915.9177866715
34950,3900080B,0,676,614,1146,649,10470592.2089844,13324.2922776739
34951,7800048A,0,676,1067,2165,903,10351672.0078125,15800.9426292563
34952,7800082A,1,676,7546,913,418,7718465.45703125,13036.996693693
34953,7800165B,0,676,1074,2167,985,15190623.4433594,17843.0844744163
34954,7800145A,1,676,7549,992,397,5993069.48339844,10336.8834673542
34955,5850011A,0,676,825,2097,814,30172564.3662109,25388.0809328866
34956,4780017A,1,676,6976,0,0,3139824.18945313,16715.3998311081
34957,3900083A,0,676,615,1527,872,10041140.7236328,17396.5795456889
34958,7800079B,0,676,1072,1613,651,12353144.96875,16352.4720646431
34959,7800176B,1,676,7556,0,0,3140506.65429688,10083.2469819035
34960,5850074A,0,676,829,1725,729,14839658.1044922,15564.7318648244
34961,4780001A,1,676,6972,571,313,3182760.43359375,7673.28556864041
34962,1770016A,1,320,6363,4,5,31096379.7011719,23689.7845158631
34963,1770016B,1,320,6364,30,6,51933496.8066406,34232.8136342128
34964,4500002A,1,592,6929,948,423,5107276.96484375,10569.8603432337
34965,2600071A,1,557,6568,156,53,3476148.90625,7924.51805772471
34966,2630177A,1,680,6583,1718,485,21855319.0976563,21666.3924920967
34967,2630159A,0,680,379,2350,838,25133222.1826172,23684.0480549459
34968,2630172A,0,680,380,2160,615,31970172.46875,22458.4297559706
34969,2630193D,0,680,381,1328,569,11017011.2636719,15232.8525700602
34970,2630018A,0,680,374,2776,910,24917432.6953125,24386.6126392792
34971,2040021A,1,610,6460,1190,430,9827074.51953125,14618.8486580457
34972,5230080D,1,667,7120,0,0,288271.543945313,2428.61735616512
34973,2600008F,1,554,6553,0,0,35119048.5527344,26496.9570679264
34974,3750019A,1,498,6814,0,0,375141.073242188,10196.5495911714
34975,4500011B,1,571,6931,0,0,1810571.99609375,5782.52350378138
34976,1300010A,1,513,6267,0,0,14755130.7363281,23503.0606745437
34977,9000936A,1,275,7616,4,2,209073357.772461,73646.0516258731
34978,9003982A,1,275,7819,0,0,162746.499023438,2606.29277591429
34979,9000734A,1,275,7601,1441,493,1858138.80175781,6262.65728279886
34980,9001699A,1,275,7671,2,1,19259583.1953125,28880.8265252585
34981,0090024A,1,325,6054,0,0,54723.9814453125,1017.61205190003
34982,1940021A,1,769,6444,6,0,22560.484375,1078.19025809511
34983,5000066F,1,333,7024,0,0,45328.9921875,851.767664100097
34984,9003981A,0,204,1684,2131,806,14891464.7792969,20907.0359416488
34985,9002607A,1,204,7723,1708,460,20180013.8017578,28443.6761985974
34986,9000263A,0,204,1158,2554,938,10862985.0185547,19941.787879659
34987,9001196A,0,204,1358,2827,958,29310914.0839844,33866.6377927334
34988,9001180A,1,204,7628,1133,387,14537966.6230469,27601.6773896048
34989,9001191A,0,204,1357,2635,872,43476234.7158203,47001.3330060673
34990,9003981B,1,204,7818,0,0,132349.9921875,1934.58595909442
34991,5000014E,1,309,7006,0,0,12376730.5898438,16598.1451618608
34992,5000014A,1,309,7005,0,0,104002608.925781,45643.1649747642
34993,5230004A,1,672,7116,1,0,3418651.22753906,12476.4407911001
34994,4850005A,1,261,6992,502,169,9220927.5390625,15139.5347350563
34995,4850003A,1,261,6991,343,103,5467883.36914063,10988.3278379771
34996,4850002A,1,261,6990,312,97,4617473.89550781,9337.40529578876
34997,7150136A,1,261,7456,0,0,1776590.98632813,6448.43817967303
34998,2100038A,1,111,6486,0,0,4155.03125,331.626138074442
34999,2100019F,1,111,6480,101,30,3255106.01171875,10649.2827664048
35000,2100023D,1,111,6481,157,58,4635563.03808594,9844.17770539137
35001,9005530A,0,617,1719,2826,916,13720877.7363281,15594.7735348721
35002,9000566A,0,617,1236,2373,861,11155207.7929688,16657.7120823621
35003,9000563A,0,617,1235,2229,899,13949708.8945313,15841.2547395153
35004,9002956A,0,617,1649,1227,547,10090531.0224609,15564.9094557484
35005,9002293A,1,617,7703,482,255,13721930.0478516,21916.7560926355
35006,9000497A,0,617,1221,1348,686,11915192.8691406,18240.5732201633
35007,9000562B,0,617,1234,1819,784,9326698.42382813,12397.1595544906
35008,9000553A,0,617,1233,1422,588,8576824.19042969,11740.616622898
35009,9001923A,1,617,7685,886,312,5110696.42480469,9603.5867235482
35010,9000751A,0,617,1276,2095,812,12053024.3154297,14768.6018302057
35011,9000500A,0,617,1223,1720,725,18408673.2646484,23067.7257482716
35012,9000568A,0,617,1238,1705,673,6975746.21289063,10565.0968352552
35013,9001909A,0,617,1487,1504,552,16880507.1660156,20732.210543196
35014,9000135A,0,617,1124,1847,880,8843071.74414063,12145.6425545586
35015,1770015A,1,314,6358,335,137,82382066.5878906,56371.409583703
35016,5000045E,1,314,7016,0,0,214415.596679688,2238.13541449433
35017,2300034C,1,810,6507,0,0,237415.154296875,3889.61114348477
35018,1750029C,1,331,6332,0,0,912024.48828125,8479.55262644189
35019,4650002A,1,331,6950,0,0,1108273861.75879,172902.609671442
35020,3550103C,1,331,6781,0,0,2455445.22949219,8863.11760104428
35021,2610001A,1,331,6575,35,17,3171692726.44336,244865.240713346
35022,1040006A,1,331,6213,0,0,909049298.957031,194105.161427893
35023,3680003D,1,331,6797,0,0,970498.440429688,30167.5228661883
35024,3400013A,1,510,6721,0,0,28760.4482421875,1296.86361671827
35025,2350022A,1,510,6515,3,0,393701930.418945,94917.8510869156
35026,9003206A,0,209,1672,1379,503,59401692.3085938,45403.3123624701
35027,9001408A,0,209,1385,1725,560,74883426.7949219,44515.3450721195
35028,9003289A,1,209,7771,0,0,399311.354492188,5112.16433882426
35029,9001418A,1,209,7649,1259,472,41123863.2597656,33734.0532431958
35030,9001219A,0,209,1362,1515,562,60648676.1035156,49906.9018528689
35031,9001352A,0,209,1377,2475,771,59277193.5703125,41748.5543485968
35032,9005428A,1,209,7832,1280,487,40616882.2382813,37912.7017627865
35033,4700003E,1,422,6961,0,0,1429468.10644531,9518.53143300229
35034,4700003H,1,422,6962,0,0,13578203.9375,29124.3905407699
35035,4700008A,1,422,6970,0,0,199608.999023438,2235.49204379077
35036,6820004A,1,422,7405,0,0,32479444.2744141,25862.4954937342
35037,3850356A,0,829,584,1816,656,11624986.4179688,14000.7269527823
35038,3850352A,1,829,6859,1374,497,9913304.18261719,13810.3314424171
35039,3850067C,1,829,6839,0,0,47257964.2841797,32470.7375687671
35040,3850067B,1,829,6838,1,2,21340843.8300781,24525.9388203537
35041,3850348B,0,829,583,2489,911,19354265.4013672,26778.3537050673
35042,0300005A,1,304,6078,0,0,2628421.1484375,21828.7678894512
35043,6550032A,0,901,933,1471,835,9646880.66308594,14353.9780359961
35044,6550009D,0,901,923,1106,614,4319802.57421875,8762.29992755083
35045,6550029A,0,901,932,1865,931,7626828.30078125,11318.8389840576
35046,6550021B,0,901,930,1442,838,10115083.4970703,14546.4074789074
35047,6550016A,0,901,926,1365,750,6116513.16894531,10766.0073797415
35048,6550018E,0,901,927,1630,891,8287637.078125,13083.7102070817
35049,6550036A,0,901,935,1619,870,5988643.30273438,10886.060895662
35050,6550003A,0,901,922,1480,782,6607635.90039063,11133.0162188996
35051,6550012B,0,901,925,1556,885,6948665.38574219,10608.1978632077
35052,6550033A,0,901,934,1656,959,6289334.5390625,11735.3924785924
35053,6550019B,0,901,928,1563,814,16285773.6064453,20498.8532726352
35054,6550009A,1,901,7366,425,197,16862545.453125,25648.7002289678
35055,6550019G,1,901,7367,7,3,13974296.5800781,15502.2560521063
35056,6550050A,0,901,936,1810,971,8126527.45605469,13402.4314705377
35057,6550011B,0,901,924,1479,754,9359712.81347656,14224.6859027492
35058,6550052A,0,901,937,1801,979,7472552.21875,12102.7790996035
35059,6550026A,0,901,931,1627,871,6841298.40722656,11911.7725706979
35060,6550020A,0,901,929,1680,843,9502303.96289063,13221.8249040988
35061,1770009F,1,324,6354,0,0,10119621.4824219,29836.1048481163
35062,1770009D,1,324,6352,35,15,32288756.0898438,25082.3948589543
35063,0050008G,1,324,6007,0,0,426328.380859375,4663.82718328184
35064,6850036A,1,738,7430,0,0,592121.986328125,13078.8659072294
35065,6850031A,1,738,7426,0,0,26806727.3886719,64464.0278746031
35066,4500047A,0,589,672,1976,924,13266716.8457031,15246.3770999581
35067,4500015A,1,589,6934,264,110,1736227.29785156,7311.24998171689
35068,2600094A,1,555,6570,0,0,11716398.0029297,15935.3847757894
35069,2100125A,0,130,297,1661,755,16149598.6748047,33640.1789760501
35070,5250077B,0,152,790,1957,884,22747951.4404297,21516.5812875876
35071,5250076A,0,152,789,1667,913,24871061.4833984,21010.167826084
35072,5250153A,0,152,793,2164,979,24731114.4511719,21127.7280281428
35073,2250001A,0,246,299,1620,527,6862012.34765625,13238.0867367172
35074,2250004A,0,246,301,2229,756,63946328.3173828,37692.6787401628
35075,2250006A,0,246,302,1579,560,7749278.71386719,14295.9725604538
35076,2250011A,0,246,303,1897,718,9353740.9375,12293.8001459968
35077,2250003A,0,246,300,1766,598,11059773.0244141,13842.3113765909
35078,3400020C,1,35,6725,0,0,234902.489257813,2857.95863563008
35079,3400019A,0,35,461,2058,782,42242159.8427734,51265.9262893086
35080,6300007B,1,383,7342,0,0,474381.883789063,10548.7665352951
35081,6300006H,1,383,7341,0,0,13335.544921875,621.203878106447
35082,9003192A,1,295,7758,315,87,995868.3671875,6104.00639241214
35083,9001620A,1,295,7664,1143,383,3141725.6328125,8512.77933085747
35084,9001628A,0,295,1436,2141,755,2598720.78613281,6688.130432265
35085,0750057A,1,732,6155,357,145,2616220.20605469,7264.74379665214
35086,7750016A,0,200,1053,2243,765,3816155.99511719,9985.90261628577
35087,7750021A,0,200,1054,2160,637,5236437.56445313,12723.4355335554
35088,7750001A,0,200,1052,2401,854,5290303.17285156,13228.5178164344
35089,7750078A,1,200,7534,1000,373,2453650.69824219,10547.7986455629
35090,7750070A,0,200,1058,2620,859,12068105.3837891,23752.5749409927
35091,7750002A,1,200,7529,678,219,1387718.01855469,5860.12573548649
35092,7750072B,1,200,7533,148,48,1125631.92675781,5089.76236496388
35093,7750046A,0,200,1057,3089,920,7608442.6875,14474.7356543973
35094,7750030A,1,200,7531,1073,390,2677780.74414063,6697.01629807529
35095,7750026A,0,200,1055,1914,788,4553830.43359375,9561.37283200528
35096,7750045B,1,200,7532,9,5,26839.5498046875,867.177965803779
35097,7750007B,1,200,7530,289,69,1001307.578125,5050.97487708704
35098,7750036A,0,200,1056,2133,861,5343295.57519531,13573.1433425497
35099,7150047A,0,259,980,1682,509,8899705.23339844,13058.6050148366
35100,7150064A,0,259,986,3091,945,24251601.1083984,24233.6164209231
35101,7150061A,0,259,985,1737,695,10882602.6513672,15891.3487278715
35102,7150093A,0,259,991,2648,951,18661205.0683594,18280.4246259809
35103,7150300A,0,259,997,1572,702,10434114.5273438,13455.4471116153
35104,7150084A,0,259,989,2010,684,11065271.8251953,19487.4195321031
35105,7150116B,0,259,996,1806,715,9725225.609375,15749.2227160105
35106,7150037B,0,259,976,2221,853,14298448.7109375,15525.7632651306
35107,7150078D,0,259,987,1718,538,14623043.6835938,16530.7577168781
35108,7150109A,0,259,995,3413,966,19763713.0683594,24390.4567507701
35109,7150161A,1,259,7458,1265,321,6841051.40625,10445.8998754408
35110,7150094B,0,259,992,2570,852,15886554.9648438,17913.5649665923
35111,7150067A,1,259,7452,1466,456,7395088.19042969,11379.2853662229
35112,7150097A,0,259,993,2951,872,56371333.6777344,49233.4444862199
35113,7150046A,0,259,979,2125,670,13319002.3837891,16254.8289151716
35114,7150104A,0,259,994,2384,778,18065002.0878906,21015.2522276883
35115,7150024A,1,259,7448,623,211,3399039.53808594,7736.20965249769
35116,7150044A,0,259,978,1470,528,8348491.92089844,11972.2231489819
35117,7150081B,0,259,988,1749,591,9772272.30957031,18126.8517047765
35118,7150098A,1,259,7453,1277,394,8492947.95019531,13566.1286581246
35119,0200013A,0,548,23,2211,946,13802613.8564453,16171.977134868
35120,0200091A,1,548,6072,1128,443,9170795.79882813,14888.9022379643
35121,0200014A,0,548,24,1788,856,13582677.3857422,21266.795214856
35122,0200017A,0,548,26,1592,746,12402291.1210938,19166.7019725284
35123,3150003A,1,548,6684,0,0,108395.995117188,2033.40776792342
35124,0200088A,0,548,31,2080,785,17470705.4707031,20227.2032163302
35125,0200087A,0,548,30,2042,907,256874090.288086,101315.68187538
35126,0200051A,1,548,6069,1171,363,9530519.953125,12969.7125237062
35127,0200002A,1,548,6064,964,373,30896652.7646484,26616.7570900482
35128,0200019B,0,548,27,1598,686,13389657.5898438,17440.9756115561
35129,9002440A,1,942,7712,111,42,833721.991210938,4451.65383561967
35130,9001658A,1,942,7666,657,318,4705452.37695313,16243.2915084602
35131,9001661A,1,942,7669,289,131,1543794.57910156,5963.28729665035
35132,9003224A,1,942,7762,479,241,1993565.19921875,7298.51587295047
35133,9003603A,1,942,7802,29,9,27270644.1660156,27721.4832453011
35134,3750006A,1,505,6809,0,0,311367800.878906,81936.8611501141
35135,5250061A,0,150,785,1501,696,13475967.5927734,16074.9365762708
35136,5250062A,0,150,786,1709,840,19186108.6152344,19763.0600556604
35137,5250067A,1,150,7139,1024,365,9621404.11132813,13231.060695118
35138,5250031A,1,150,7130,1193,474,10198009.296875,14029.5619087436
35139,9001232A,0,281,1364,1572,636,6908362.68261719,10330.971210658
35140,0350105A,1,575,6099,27,6,114733.504882813,2196.95123690885
35141,0350106B,1,575,6101,52,14,488978.135742188,5220.71899310259
35142,0350106A,1,575,6100,67,33,812624.473632813,4288.83446174253
35143,5100009A,0,909,726,1357,797,18239816.6582031,24282.5594268741
35144,5100002A,1,909,7045,929,376,3047518.91796875,8844.25360328809
35145,5100008A,0,909,725,1046,606,6080050.73339844,10007.67188541
35146,5250021A,0,157,775,1600,675,42028696.5117188,31723.9464461139
35147,5250086A,1,157,7142,558,195,12486591.4521484,18899.0577197563
35148,6300001A,1,441,7329,7,2,1312996.15039063,7554.84610245514
35149,6450006B,1,834,7357,17,3,47595.9033203125,1437.78148260941
35150,6450005A,0,834,917,2800,808,34188797.8652344,38000.9594203225
35151,6450001A,1,834,7356,628,242,11260831.8173828,18536.4836119865
35152,6450002C,0,834,916,2043,735,15801664.0556641,21964.191530207
35153,9002514A,1,1,7714,865,351,8621904.671875,11909.8045762033
35154,9002800A,1,26,7736,0,0,1829320.38378906,5583.33767884147
35155,9003326A,1,26,7780,19,7,598989.05078125,3912.41210525947
35156,9002796A,1,26,7735,565,290,21860761.5214844,20333.205286775
35157,6000035A,0,34,836,1646,636,135170955.72168,59407.3219014213
35158,6000005A,0,34,832,1493,701,17786374.671875,22519.2843539066
35159,6000009A,1,34,7233,1182,477,15437130.2080078,19933.9500470649
35160,6000002D,1,34,7230,116,27,5535817.08007813,16183.3144059475
35161,3400010A,1,34,6720,59,14,9467227.45703125,16083.6447034372
35162,4500001E,1,568,6928,89,34,678248.188476563,5915.63346082301
35163,4450005A,0,651,655,1761,819,10898023.7451172,14370.8595858561
35164,4450031A,1,651,6924,922,436,10107085.2548828,14472.8649079976
35165,4450024A,0,651,659,1567,675,11300827.3222656,19017.4634399429
35166,5000005B,1,369,6996,0,0,164279514.59375,66120.8015415451
35167,1770003A,1,369,6343,0,0,206531611.567383,80500.700212263
35168,5000005P,1,369,6998,0,0,6772407.97363281,16977.9377118108
35169,3450032E,1,910,6743,32,13,145145.506835938,2492.21071714677
35170,3450030D,1,910,6742,6,4,86682.5458984375,2093.54103217124
35171,3990001C,1,898,6880,0,0,974583.333007813,6132.14959383614
35172,3990001B,1,898,6879,0,0,1130119.13964844,5671.74550587372
35173,2550003B,1,747,6534,1,0,285729.98046875,2177.76140843647
35174,2550178B,1,747,6544,3,0,43385.998046875,1138.7418940396
35175,2550013A,1,747,6536,0,0,108943.46875,1830.60735811991
35176,2550013C,1,747,6537,0,0,845597.561523438,4243.22768457103
35177,1800021A,1,936,6397,649,333,33554725.7910156,33926.0509745142
35178,9005818A,0,224,1730,1677,515,3162782.20507813,9370.29246180465
35179,9007377A,0,224,1796,1959,663,4630123.42578125,8778.74445797058
35180,9005816A,1,224,7838,1541,476,3165302.93652344,7154.23561878814
35181,9007393A,1,224,7860,383,132,990643.533203125,4144.75485822946
35182,6300023A,0,435,911,1895,532,20146194.2294922,25879.7653962276
35183,7360006C,1,435,7464,171,27,53718826.8945313,29361.8547009222
35184,7360001C,1,435,7461,0,0,957245.864257813,8172.47699467277
35185,7850050A,1,888,7559,603,365,2919876.03320313,7455.55602759725
35186,7690004A,1,888,7492,444,258,3999697.00878906,8936.88773269399
35187,0450004A,1,888,6103,993,481,6960964.515625,10545.7688111254
35188,7850043A,0,888,1081,1257,635,7333642.3828125,11600.4599559702
35189,7850008A,0,888,1077,1124,585,8534292.25488281,16882.40408497
35190,7690002A,0,888,1036,1304,834,13929961.234375,16630.8627479573
35191,2100110D,1,114,6492,8,6,21391.4794921875,686.977284664224
35192,9001920A,1,484,7683,702,470,3538740.61230469,8103.57872291085
35193,9001046A,1,484,7623,483,266,8447640.95117188,15221.2158087108
35194,9001929A,0,484,1490,477,541,7286307.73632813,12290.2414102001
35195,9000454A,0,484,1212,1310,825,8720949.328125,12182.0510337745
35196,9002014A,0,484,1503,1312,736,20219704.71875,19545.5879635195
35197,9001941A,0,484,1494,1673,970,5897128.95117188,10203.4548859937
35198,9001937A,0,484,1492,1492,828,13537356.9472656,17739.2860801294
35199,9002758A,1,484,7731,578,337,8665530.85644531,11648.3361444914
35200,9002821A,1,484,7738,536,302,11177980.9609375,19109.6994640438
35201,9001130B,0,484,1350,1047,632,12083274.6513672,16189.2721794678
35202,9001453A,0,484,1395,1473,813,5810401.97070313,9768.31106598415
35203,9001708A,0,484,1448,1358,684,6187101.359375,12420.2552584743
35204,9002036A,0,484,1506,1012,696,3462517.36035156,7956.10346974272
35205,9001757A,0,484,1460,1398,834,6995622.78320313,10584.5220758373
35206,9001024A,0,484,1328,1325,892,6546203.43457031,12213.365202415
35207,9001956A,0,484,1495,807,653,5024434.81738281,10397.4785100439
35208,9000812A,0,484,1288,1580,814,8767616.01171875,12840.8430952917
35209,9001739A,0,484,1455,1426,840,5716872.83203125,10924.7727480686
